ZipCode,RepCompanyName,TduCompanyName,RepCompany,Product,kwh500,kwh1000,kwh2000,kwh500_PerMo,kwh1000_PerMo,kwh2000_PerMo,PrePaid,Fixed,RateType,Renewable,TermTypeDesc,TermValue,TermType,CancelTypeDesc,CancelType,Website,SpecialTerms,TermsURL,FactsURL,PrepaidURL,Promotion,PromotionDesc
"","","AEP TEXAS NORTH COMPANY","Green Mountain Energy Company","Pollution Free - Reliable Rate",0.1210,0.1170,0.1160,60.5000,117.0000,232.0000,False,1,"Fixed","100","Value","12","12","Value","200.00","http://www.greenmountainenergy.com/?ReferenceCode=WB6001","Offer fr $100 Gift card is limited to new customers. Gift card offer requires online enrollment by 12/31/11 through Sign Up link on Power to Choose. Additional terms and conditions apply.  See order confirmation page for details.","http://www.greenmountainenergy.com/images/stories/terms/termsofservice.pdf","http://www.greenmountainenergy.com/images/stories/EFLs/polltion-free_reliable_rate.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Brilliant Energy, LLC","Brilliant Low Price 6 Month Guarantee",0.1250,0.1040,0.1030,62.5000,104.0000,206.0000,False,1,"Fixed","2","Value","6","6","Value","200.00","http://www.brilliantenergyllc.com/","Pay by check, credit card, online, bank draft. This offer is exclusive to online enrollments. E-Billing Required","http://www.brilliantenergyllc.com/documents/tos.pdf","https://www.brilliantenergyllc.com/documents/efl.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","APNA Energy ","APNA Super Saver 3",0.1050,0.0850,0.0850,52.5000,85.0000,170.0000,False,1,"Fixed","7","Value","3","3","Value","150.00","https://www.apnaenergy.com/Enroll/EnrollRequest.aspx","Online enrollment, e-billing and Autp-Pay (via credit card or bank draft) required.","http://www.apnaenergy.com/Docs/tosr0910-7.pdf","https://www.apnaenergy.com/Docs/ss3.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Gexa Energy","SmoothStart",0.0810,0.0700,0.0640,40.5000,70.0000,128.0000,False,0,"Variable","12","Value","1","1","Value","0.00","http://www.gexaenergy.com/PTC","|Get the Light of your life.  For less.  |Lock-in a low fixed rate plan and save.  |Make your bill more predictable with Gexa Energys Budget Billing.  |Free online bill pay and automatic billing options are also available.","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=9038&doctype=TOS","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=9038&doctype=EFL","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Frontier Utilities","SuperLock 12",0.1130,0.1000,0.0990,56.5000,100.0000,198.0000,False,1,"Fixed","6","Value","12","12","Value","150.00","https://www.my-frontieronline.net/SelfEnrollment/Default.aspx?pc=&zc=&DC=TX&tc=AEP_NORTH","No Special Terms","http://frontierutilities.com/Documents/TOS_FU_111111_EN.pdf","http://frontierutilities.com/Documents/EFL_FU_SL12_030912_EN.pdf ","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Ambit Energy","Lone Star Select 24 Month Term",0.1150,0.0910,0.0900,57.5000,91.0000,180.0000,False,1,"Fixed","5","Value","24","24","Value","199.00","http://www.myambit.com?pmc=P2C","E-plan discount eligible product. Ambit Energy's E-Plan provides additional savings on our competitive rates and makes managing your account even easier. Just enroll in our Paperless Billing and Automatic Payment programs when you sign up for new service and you're done! See Electricity Facts Label for discount information and enrollment requirements.","http://www.ambitenergy.com/mediaserver/media/get/TexasTermsOfService","http://www.ambitenergy.com/mediaserver/media/get/LSS24MNG24RNG24_531_283_1","","False","No Promotion",0
"","","CENTERPOINT ENERGY","APNA Energy ","APNA Super Saver 3",0.1090,0.0890,0.0890,54.5000,89.0000,178.0000,False,1,"Fixed","7","Value","3","3","Value","150.00","https://www.apnaenergy.com/Enroll/EnrollRequest.aspx","Online enrollment, e-billing and Autp-Pay (via credit card or bank draft) required.","http://www.apnaenergy.com/Docs/tosr0910-7.pdf","https://www.apnaenergy.com/Docs/ss3.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Champion Energy Services","Green Power-12",0.0938,0.0906,0.0891,46.9000,90.6000,178.2000,False,1,"Fixed","100","Value","12","12","Value","150.00","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","Highest in Residential Customer Satisfaction with Retail Electric Service, Two Years in a RowChampion Energy Services received the highest numerical score among residential electric service providers in Texas in the proprietary J.D. Power and Associates 2010-2011 Texas Residential Retail Electric Service Satisfaction Studies (SM). 2011 study based on responses from 8,176 consumers measuring 19 providers and measures opinions of consumers with their electric service provider. Proprietary study results are based on experiences and perceptions of consumers surveyed between September 2010 and June 2011. Your experiences may vary. Visit jdpower.com","https://www.championenergyservices.com/ChampionEnergyServices-AEP(North)-TOS.pdf","https://www.championenergyservices.com/GreenPower12.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","BOUNCE ENERGY","Easy Fixed 3",0.1260,0.1020,0.0980,63.0000,102.0000,196.0000,False,1,"Fixed","1","Value","3","3","Value","100.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-3/msid/51","*Lock in for 3 months *Enrollment in the Bounce Energy Rewards Program. *Earn bill credits, gift cards, and FREE electricity for your loyalty to Bounce Energy.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/easyfixed3.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Reliant","SmartStart Plan",0.1020,0.1020,0.1020,51.0000,102.0000,204.0000,True,0,"Variable","7","Value","0","0","Value","0.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_smartstart_landingpage.jsp?txtPromocode=WM0529&s.campaign=APR_2011SmartStartPTC","This pay-as-you-go plan lets you begin electricity service without a security deposit. Simply make an initial account payment, and your electricity usage will be subtracted from your balance. Set up daily usage notifications and low balance alerts to help you manage your costs. This plan requires customers to have a provisioned Smart Meter and you must maintain a positive balance to avoid interruption of service. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WM0529.","http://www.reliant.com/files/090175188091fa21.pdf","http://www.reliant.com/files/0901751880ab14ba.pdf","http://www.reliant.com/en_US/Supporting_Docs/Legal/R1F1738aSmartStart_Disclosure_Statement.pdf","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Cirro Energy","Smart Lock 100% Wind",0.1240,0.1000,0.0960,62.0000,100.0000,192.0000,False,1,"Fixed","100","Value","12","12","Value","150.00","https://www.cirroenergy.com/Orders/default.aspx?order_path=1&offer_id=3256&tdsp_id=64&agent_id=101","100% Renewable Texas Wind Power ::: Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA & MC ::: Easy Online Account Access ::: Strength and Reliability of a Fortune 200 Company.","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=TosaFile&id=2995","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=EflFile&id=2995","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","BOUNCE ENERGY","Fantastic Fixed 6",0.1170,0.0930,0.0890,58.5000,93.0000,178.0000,False,1,"Fixed","1","Value","6","6","Value","150.00","http://www.bounceenergy.com/texas/fixed-rate-electricity/msid/51","*Call 1-866-962-6862 to sign up! *Lock in for 6 months. *Rewards Program includes choice of movie tickets or a Starbucks gift card, plus bill credits, and even FREE electricity.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/fantasticfixed6.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Frontier Utilities","Spring 2012 Special Online Variable",0.1250,0.1020,0.1000,62.5000,102.0000,200.0000,False,0,"Variable","6","Value","0","0","Text","None","https://www.my-frontieronline.net/SelfEnrollment/Default.aspx?pc=SPR1203072012&zc=&DC=TX&tc=CNP","Offer only available to customers enrolling online.","http://frontierutilities.com/Documents/TOS_FU_111111_EN.pdf","http://frontierutilities.com/Documents/EFL_FU_SP12SOV_030912_EN.pdf","","True","9.2 for the first billing cycle.",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Texas Power","Texas Power Month-to-Month Variable Rate Plan",0.1574,0.1374,0.1374,78.7000,137.4000,274.8000,False,0,"Variable","10","Value","1","1","Value","0.00","http://www.texaspoweronline.com","No Special Terms","http://www.texaspoweronline.com/content/forms/TXP_TOS.pdf","http://www.texaspoweronline.com/content/forms/Variable/RES_EFL_ONCOR_VAR.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Texpo Energy","Texpo One Year Savings Plan",0.1240,0.0970,0.0910,62.0000,97.0000,182.0000,False,1,"Fixed","10","Value","12","12","Value","175.00","http://www.texpoenergy.com","No Special Terms","http://www.texpoenergy.com/Docs/texpo-tos-fixed.pdf","http://www.texpoenergy.com/Docs/texpo-efl-fixed-12-nongreen.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Just Energy","RateShield 60",0.1190,0.1120,0.1090,59.5000,112.0000,218.0000,False,1,"Fixed","1","Value","60","60","Text","Max $75 per partial or full yr","http://www.justenergy.com/p/ptc/index.html?referID=ptc-tx-oncor-justenergylink-rateshield60&utm_source=powertochoose&utm_medium=online-marketplaces&utm_content=oncor&utm_campaign=rateshield60","No Special Terms","http://www2.justenergy.com/download_texas_document.html?file=dHlwZT1HeUlOdTA2M0pDbyUzRCZtYXJrZXQ9bFZGV09xY2dVaTglM0QmdGRzcD1NQzUlMkJjczh2TUxvJTNEJmRpc3RyaWJ1dG9yPTBuZnJXakNTaGQyYXk3NiUyRnUxSXpudyUzRCUzRCZwcm9kdWN0PVVHbkJVQlNMbEEyNUs0a2FNbXF5dnNydllJRWt6Z","http://www2.justenergy.com/download_texas_document.html?file=dHlwZT10REdBWDh3d255TSUzRCZtYXJrZXQ9bFZGV09xY2dVaTglM0QmdGRzcD1NQzUlMkJjczh2TUxvJTNEJmRpc3RyaWJ1dG9yPTBuZnJXakNTaGQyYXk3NiUyRnUxSXpudyUzRCUzRCZwcm9kdWN0PVVHbkJVQlNMbEEyNUs0a2FNbXF5dnNydllJRWt6Z","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Southwest Power & Light","Renewable Healthy Heart Of Texas Fixed 9 Month Rate E-Plan ",0.1260,0.0990,0.0930,63.0000,99.0000,186.0000,False,1,"Fixed","100","Value","9","9","Value","175.00","http://www.southwestpl.com/","Sign up and receive Southwest's Lone Star Guaranty!","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-9-green.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Mission Power","Mission Savings 24",0.1249,0.1050,0.1050,62.4500,105.0000,210.0000,False,1,"Fixed","0","Value","24","24","Value","225.00","http://www.missionpower.com/","No Special Terms","http://www.missionpower.info/web/pdf/tos/2011-08-23-DRAFT-Residential-Mission%20V%202.2.pdf","http://www.missionpower.info/app/edi/pdf/programs/20120503_FIX24_MP.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","StarTex Power","12 Month Texas Wind power Fixed Rate",0.0940,0.0910,0.0890,47.0000,91.0000,178.0000,False,1,"Fixed","100","Value","12","12","Value","150.00","http://www.startexpower.com/","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TGD4440A.pdf","https://www.startexpower.com/efl/EFL-EOG12ND4504SA-ONCOR-FixedGreen-12-20120501.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","YEP","24 Month Operation USO Support Our Troops Fixed Rate E-Plan ",0.1170,0.0950,0.0920,58.5000,95.0000,184.0000,False,1,"Fixed","10","Value","24","24","Value","175.00","http://www.yeptexas.com/","YEP has partnered with the USO to enable you to support our military personnel currently serving our country, both abroad and domestically. For every six months that you are enrolled in an Operation USO Support Our Troops E-Plan, YEP will donate a care package to be assembled and delivered by the USO to active service men and women. USO Care Packages provide our troops with some comforts from home and frequently requested items, including prepaid international phone cards, disposable cameras, toiletries, sunscreen, snacks, and letters of gratitude from members of the American public for the troops commitment and service time. Your enrollment in this plan allows you to send necessities to our troops and provide a much-needed morale boost to our troops simply through your daily routine.","https://www.yeptexas.com/Docs/yep-tos-fixed.pdf","https://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen-uso.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Champion Energy Services","Savings Champ-12",0.0918,0.0886,0.0870,45.9000,88.6000,174.0000,False,1,"Fixed","12","Value","12","12","Value","150.00","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","Highest in Residential Customer Satisfaction with Retail Electric Service, Two Years in a RowChampion Energy Services received the highest numerical score among residential electric service providers in Texas in the proprietary J.D. Power and Associates 2010-2011 Texas Residential Retail Electric Service Satisfaction Studies (SM). 2011 study based on responses from 8,176 consumers measuring 19 providers and measures opinions of consumers with their electric service provider. Proprietary study results are based on experiences and perceptions of consumers surveyed between September 2010 and June 2011. Your experiences may vary. Visit jdpower.com","https://www.championenergyservices.com/ChampionEnergyServices-AEP(North)-TOS.pdf","https://www.championenergyservices.com/SavingsChamp12.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Reach Energy"," Spring Special E-Plan",0.0980,0.0580,0.0580,49.0000,58.0000,116.0000,False,0,"Variable","0","Value","0","0","Value","0.00","http://www.reachenergyllc.com/service.html","Limited time only! Special offer for customers.CALL NOW TO START at 1-866-580-1194 ","http://www.reachenergyllc.com/TOS_V20111027.pdf","http://www.reachenergyllc.com/RVmbZZ.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Pennywise Power","Wise Buy Monthly",0.1030,0.0730,0.0680,51.5000,73.0000,136.0000,False,0,"Variable","7","Value","0","0","Value","0.00","https://www.pennywisepower.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131","Electronic Billing and Auto payment via bank draft, credit card, or debit card required. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4131.","https://www.pennywisepower.com/files/09017518809dd16a.pdf","https://www.pennywisepower.com/files/0901751880abb6f1.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","First Choice Power","First Choice Web Select 24",0.1270,0.1220,0.1200,63.5000,122.0000,240.0000,False,1,"Fixed","11","Value","24","24","Value","295.00","http://www.firstchoicepower.com/power-to-choose-t","No Special Terms","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=TOS_T207-11_RES_20110601.pdf","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=EFL_T20761A07_20120327.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Brilliant Energy, LLC","Brilliant Low Price 36 Month Guarantee",0.1300,0.1080,0.1070,65.0000,108.0000,214.0000,False,1,"Fixed","2","Value","36","36","Value","200.00","http://www.brilliantenergyllc.com/","Pay by check, credit card, online, bank draft. This offer is exclusive to online enrollments. E-Billing required.","http://www.brilliantenergyllc.com/documents/tos.pdf","http://www.brilliantenergyllc.com/documents/efl36.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Green Mountain Energy Company","Pollution Free Smart 6",0.1000,0.0910,0.0870,50.0000,91.0000,174.0000,False,1,"Fixed","100","Value","6","6","Value","150.00","http://www.greenmountainenergy.com/?ReferenceCode=WB6001","Offer for $100 Gift Card is limited to new customers. Gift card offer requires online enrollment by 12/31/11 through Sign Up link on Power to Choose. Additional terms and conditions apply.  See order confirmation page for details.","http://www.greenmountainenergy.com/images/stories/terms/termsofservice.pdf","http://www.greenmountainenergy.com/images/stories/EFLs/pfsmart6.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","YEP","6 Month Operation USO Support Our Troops Fixed Rate E-Plan",0.1150,0.0880,0.0820,57.5000,88.0000,164.0000,False,1,"Fixed","10","Value","6","6","Value","175.00","http://www.yeptexas.com/","YEP has partnered with the USO to enable you to support our military personnel currently serving our country, both abroad and domestically. For every six months that you are enrolled in an Operation USO Support Our Troops E-Plan, YEP will donate a care package to be assembled and delivered by the USO to active service men and women. USO Care Packages provide our troops with some comforts from home and frequently requested items, including prepaid international phone cards, disposable cameras, toiletries, sunscreen, snacks, and letters of gratitude from members of the American public for the troops commitment and service time. Your enrollment in this plan allows you to send necessities to our troops and provide a much-needed morale boost to our troops simply through your daily routine.","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","https://www.yeptexas.com/Docs/yep-efl-fixed-6-nongreen-uso.pdf","","False","No Promotion",0
